;1;0.84582;1;1;0.796;0.13971;1
1;2;0.98554;1;2;0.65629;1.03019;2
2;3;1.64182;2;1;0.796;0.37391;1
3;4;2.01573;1;2;0.42209;4.13364;3
4;5;2.43782;2;1;0.796;3.71154;2
5;6;3.23382;2;0;0.796;2.91554;3
6;7;6.14937;1;1;0.796;2.16287;4
7;8;6.94537;2;0;0.796;1.36687;4
8;9;8.31224;1;1;0.796;0.82148;5
9;10;9.10824;2;0;0.796;0.02548;5
10;11;9.13371;1;1;0.796;0.06371;6
11;12;9.19743;1;2;0.73229;0.1091;7
12;13;9.30653;1;3;0.62318;0.56349;8
13;14;9.87002;1;4;0.05969;0.39241;9
14;15;9.92971;2;3;0.796;0.33272;6
15;16;10.26243;1;4;0.46328;0.36972;10
16;17;10.63215;1;5;0.09356;2.24604;11
17;18;10.72571;2;4;0.796;2.15248;7
18;19;11.52171;2;3;0.796;1.35648;8
19;20;12.31771;2;2;0.796;0.56048;9
20;21;12.87819;1;3;0.23552;0.10093;12
21;22;12.97912;1;4;0.13459;1.32192;13
22;23;13.11371;2;3;0.796;1.18733;10
23;24;13.90971;2;2;0.796;0.39133;11
24;25;14.30104;1;3;0.40467;1.66839;14
25;26;14.70571;2;2;0.796;1.26371;12
26;27;15.50171;2;1;0.796;0.46771;13
27;28;15.96943;1;2;0.32829;1.07381;15
28;29;16.29771;2;1;0.796;0.74552;14
29;30;17.04323;1;2;0.05048;0.26913;16
30;31;17.09371;2;1;0.796;0.21864;15
31;32;17.31236;1;2;0.57736;0.2708;17
32;33;17.58315;1;3;0.30656;2.00012;18
33;34;17.88971;2;2;0.796;1.69356;16
34;35;18.68571;2;1;0.796;0.89756;17
35;36;19.48171;2;0;0.796;0.10156;18
36;37;19.58327;1;1;0.796;0.01778;19
37;38;19.60106;1;2;0.77822;0.08132;20
38;39;19.68237;1;3;0.6969;0.33547;21
39;40;20.01784;1;4;0.36143;0.84736;22
40;41;20.37927;2;3;0.796;0.48593;19
41;42;20.8652;1;4;0.31007;0.54058;23
42;43;21.17527;2;3;0.796;0.23051;20
43;44;21.40578;1;4;0.56549;0.55738;24
44;45;21.96317;1;5;0.00811;0.10466;25
45;46;21.97127;2;4;0.796;0.09655;21
46;47;22.06782;1;5;0.69945;0.27664;26
47;48;22.34447;1;6;0.4228;0.43533;27
48;49;22.76727;2;5;0.796;0.01252;22
49;50;22.77979;1;6;0.78348;0.99954;28
50;51;23.56327;2;5;0.796;0.21606;23
51;52;23.77934;1;6;0.57994;0.3165;29
52;53;24.09584;1;7;0.26344;1.75235;30
53;54;24.35927;2;6;0.796;1.48891;24
54;55;25.15527;2;5;0.796;0.69291;25
55;56;25.84818;1;6;0.10309;1.68122;31
56;57;25.95127;2;5;0.796;1.57813;26
57;58;26.74727;2;4;0.796;0.78213;27
58;59;27.5294;1;5;0.01387;0.15708;32
59;60;27.54327;2;4;0.796;0.14322;28
60;61;27.68649;1;5;0.65278;2.0012;33
61;62;28.33927;2;4;0.796;1.34842;29
62;63;29.13527;2;3;0.796;0.55242;30
63;64;29.68769;1;4;0.24358;2.50404;34
64;65;29.93127;2;3;0.796;2.26046;31
65;66;30.72727;2;2;0.796;1.46446;32
66;67;31.52327;2;1;0.796;0.66846;33
67;68;32.19173;1;2;0.12754;0.2536;35
68;69;32.31927;2;1;0.796;0.12605;34
69;70;32.44533;1;2;0.66995;0.55867;36
70;71;33.004;1;3;0.11128;0.22014;37
71;72;33.11527;2;2;0.796;0.10887;35
72;73;33.22414;1;3;0.68713;0.02614;38
73;74;33.25028;1;4;0.66099;0.27189;39
74;75;33.52217;1;5;0.3891;0.15366;40
75;76;33.67583;1;6;0.23544;1.08644;41
76;77;33.91127;2;5;0.796;0.851;36
77;78;34.70727;2;4;0.796;0.055;37
78;79;34.76227;1;5;0.741;0.25324;42
79;80;35.01551;1;6;0.48776;3.46791;43
80;81;35.50327;2;5;0.796;2.98015;38
81;82;36.29927;2;4;0.796;2.18415;39
82;83;37.09527;2;3;0.796;1.38815;40
83;84;37.89127;2;2;0.796;0.59215;41
84;85;38.48342;1;3;0.20385;0.13875;44
85;86;38.62217;1;4;0.0651;0.26177;45
86;87;38.68727;2;3;0.796;0.19667;42
87;88;38.88394;1;4;0.59933;0.20399;46
88;89;39.08793;1;5;0.39534;0.97845;47
89;90;39.48327;2;4;0.796;0.5831;43
90;91;40.06638;1;5;0.2129;0.60537;48
91;92;40.27927;2;4;0.796;0.39248;44
92;93;40.67175;1;5;0.40352;1.34793;49
93;94;41.07527;2;4;0.796;0.94441;45
94;95;41.87127;2;3;0.796;0.14841;46
95;96;42.01968;1;4;0.64759;0.40744;50
96;97;42.42712;1;5;0.24015;0.37526;51
97;98;42.66727;2;4;0.796;0.13512;47
98;99;42.80239;1;5;0.66088;0.98875;52
99;100;43.46327;2;4;0.796;0.32787;48
